start_request_time,end_request_time,start_response_time,end_response_time,duration,src_ip,dst_ip,src_port,dst_port,SYN,ACK,FIN,RST,URG,PSH
2025-01-08 13:15:58.738509,2025-01-08 13:15:58.738509,2025-01-08 13:15:58.738521,2025-01-08 13:15:58.738521,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['64116', '43150']","['64116', '43150']",1,1,0,1,0,0
2025-01-08 13:15:59.742816,2025-01-08 13:15:59.742816,2025-01-08 13:15:59.742831,2025-01-08 13:15:59.742831,1.5e-05,['127.0.0.1'],['127.0.0.1'],"['1413', '51580']","['1413', '51580']",1,1,0,1,0,0
2025-01-08 13:16:00.747638,2025-01-08 13:16:00.747638,2025-01-08 13:16:00.747650,2025-01-08 13:16:00.747650,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['22496', '48190']","['22496', '48190']",1,1,0,1,0,0
2025-01-08 13:16:01.751390,2025-01-08 13:16:01.751390,2025-01-08 13:16:01.751402,2025-01-08 13:16:01.751402,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['58918', '20444']","['58918', '20444']",1,1,0,1,0,0
2025-01-08 13:16:02.755238,2025-01-08 13:16:02.755238,2025-01-08 13:16:02.755250,2025-01-08 13:16:02.755250,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['55654', '62008']","['55654', '62008']",1,1,0,1,0,0
2025-01-08 13:16:03.759626,2025-01-08 13:16:03.759626,2025-01-08 13:16:03.759640,2025-01-08 13:16:03.759640,1.4e-05,['127.0.0.1'],['127.0.0.1'],"['44340', '36192']","['44340', '36192']",1,1,0,1,0,0
2025-01-08 13:16:04.764553,2025-01-08 13:16:04.764553,2025-01-08 13:16:04.764563,2025-01-08 13:16:04.764563,1e-05,['127.0.0.1'],['127.0.0.1'],"['48091', '33938']","['48091', '33938']",1,1,0,1,0,0
2025-01-08 13:16:05.880250,2025-01-08 13:16:05.880250,2025-01-08 13:16:05.880268,2025-01-08 13:16:05.880268,1.8e-05,['127.0.0.1'],['127.0.0.1'],"['21', '60587']","['21', '60587']",1,1,0,1,0,0
2025-01-08 13:16:05.880280,2025-01-08 13:16:05.880280,2025-01-08 13:16:05.880286,2025-01-08 13:16:05.880286,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '22']","['60587', '22']",1,1,0,1,0,0
2025-01-08 13:16:05.880295,2025-01-08 13:16:05.880295,2025-01-08 13:16:05.880300,2025-01-08 13:16:05.880300,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '25']","['60587', '25']",1,1,0,1,0,0
2025-01-08 13:16:05.880309,2025-01-08 13:16:05.880309,2025-01-08 13:16:05.880314,2025-01-08 13:16:05.880314,5e-06,['127.0.0.1'],['127.0.0.1'],"['23', '60587']","['23', '60587']",1,1,0,1,0,0
2025-01-08 13:16:05.880323,2025-01-08 13:16:05.880323,2025-01-08 13:16:05.880328,2025-01-08 13:16:05.880328,5e-06,['127.0.0.1'],['127.0.0.1'],"['19', '60587']","['19', '60587']",1,1,0,1,0,0
2025-01-08 13:16:05.880337,2025-01-08 13:16:05.880337,2025-01-08 13:16:05.880342,2025-01-08 13:16:05.880342,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '49']","['60587', '49']",1,1,0,1,0,0
2025-01-08 13:16:05.880351,2025-01-08 13:16:05.880351,2025-01-08 13:16:05.880356,2025-01-08 13:16:05.880356,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '36']","['60587', '36']",1,1,0,1,0,0
2025-01-08 13:16:05.880365,2025-01-08 13:16:05.880365,2025-01-08 13:16:05.880371,2025-01-08 13:16:05.880371,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '40']","['60587', '40']",1,1,0,1,0,0
2025-01-08 13:16:05.880394,2025-01-08 13:16:05.880394,2025-01-08 13:16:05.880399,2025-01-08 13:16:05.880399,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '29']","['60587', '29']",1,1,0,1,0,0
2025-01-08 13:16:05.880412,2025-01-08 13:16:05.880412,2025-01-08 13:16:05.880418,2025-01-08 13:16:05.880418,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '9']","['60587', '9']",1,1,0,1,0,0
2025-01-08 13:16:05.880628,2025-01-08 13:16:05.880628,2025-01-08 13:16:05.880634,2025-01-08 13:16:05.880634,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '33']","['60587', '33']",1,1,0,1,0,0
2025-01-08 13:16:05.880644,2025-01-08 13:16:05.880644,2025-01-08 13:16:05.880650,2025-01-08 13:16:05.880650,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '17']","['60587', '17']",1,1,0,1,0,0
2025-01-08 13:16:05.880659,2025-01-08 13:16:05.880659,2025-01-08 13:16:05.880665,2025-01-08 13:16:05.880665,6e-06,['127.0.0.1'],['127.0.0.1'],"['15', '60587']","['15', '60587']",1,1,0,1,0,0
2025-01-08 13:16:05.880675,2025-01-08 13:16:05.880675,2025-01-08 13:16:05.880681,2025-01-08 13:16:05.880681,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '8']","['60587', '8']",1,1,0,1,0,0
2025-01-08 13:16:05.880690,2025-01-08 13:16:05.880690,2025-01-08 13:16:05.880695,2025-01-08 13:16:05.880695,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '34']","['60587', '34']",1,1,0,1,0,0
2025-01-08 13:16:05.880706,2025-01-08 13:16:05.880706,2025-01-08 13:16:05.880712,2025-01-08 13:16:05.880712,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '31']","['60587', '31']",1,1,0,1,0,0
2025-01-08 13:16:05.880721,2025-01-08 13:16:05.880721,2025-01-08 13:16:05.880727,2025-01-08 13:16:05.880727,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '1']","['60587', '1']",1,1,0,1,0,0
2025-01-08 13:16:05.880737,2025-01-08 13:16:05.880737,2025-01-08 13:16:05.880743,2025-01-08 13:16:05.880743,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '44']","['60587', '44']",1,1,0,1,0,0
2025-01-08 13:16:05.880752,2025-01-08 13:16:05.880752,2025-01-08 13:16:05.880758,2025-01-08 13:16:05.880758,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '45']","['60587', '45']",1,1,0,1,0,0
2025-01-08 13:16:05.880767,2025-01-08 13:16:05.880767,2025-01-08 13:16:05.880773,2025-01-08 13:16:05.880773,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '18']","['60587', '18']",1,1,0,1,0,0
2025-01-08 13:16:05.880783,2025-01-08 13:16:05.880783,2025-01-08 13:16:05.880788,2025-01-08 13:16:05.880788,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '24']","['60587', '24']",1,1,0,1,0,0
2025-01-08 13:16:05.880798,2025-01-08 13:16:05.880798,2025-01-08 13:16:05.880804,2025-01-08 13:16:05.880804,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '39']","['60587', '39']",1,1,0,1,0,0
2025-01-08 13:16:05.880813,2025-01-08 13:16:05.880813,2025-01-08 13:16:05.880819,2025-01-08 13:16:05.880819,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '16']","['60587', '16']",1,1,0,1,0,0
2025-01-08 13:16:05.880829,2025-01-08 13:16:05.880829,2025-01-08 13:16:05.880834,2025-01-08 13:16:05.880834,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '30']","['60587', '30']",1,1,0,1,0,0
2025-01-08 13:16:05.880844,2025-01-08 13:16:05.880844,2025-01-08 13:16:05.880850,2025-01-08 13:16:05.880850,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '14']","['60587', '14']",1,1,0,1,0,0
2025-01-08 13:16:05.880859,2025-01-08 13:16:05.880859,2025-01-08 13:16:05.880864,2025-01-08 13:16:05.880864,5e-06,['127.0.0.1'],['127.0.0.1'],"['41', '60587']","['60587', '41']",1,1,0,1,0,0
2025-01-08 13:16:05.880874,2025-01-08 13:16:05.880874,2025-01-08 13:16:05.880880,2025-01-08 13:16:05.880880,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '12']","['60587', '12']",1,1,0,1,0,0
2025-01-08 13:16:05.880892,2025-01-08 13:16:05.880892,2025-01-08 13:16:05.880898,2025-01-08 13:16:05.880898,6e-06,['127.0.0.1'],['127.0.0.1'],"['48', '60587']","['48', '60587']",1,1,0,1,0,0
2025-01-08 13:16:05.880907,2025-01-08 13:16:05.880907,2025-01-08 13:16:05.880913,2025-01-08 13:16:05.880913,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '0']","['60587', '0']",1,1,0,1,0,0
2025-01-08 13:16:05.880922,2025-01-08 13:16:05.880922,2025-01-08 13:16:05.880927,2025-01-08 13:16:05.880927,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '28']","['60587', '28']",1,1,0,1,0,0
2025-01-08 13:16:05.881257,2025-01-08 13:16:05.881257,2025-01-08 13:16:05.881263,2025-01-08 13:16:05.881263,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '20']","['60587', '20']",1,1,0,1,0,0
2025-01-08 13:16:05.881272,2025-01-08 13:16:05.881272,2025-01-08 13:16:05.881278,2025-01-08 13:16:05.881278,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '10']","['60587', '10']",1,1,0,1,0,0
2025-01-08 13:16:05.881288,2025-01-08 13:16:05.881288,2025-01-08 13:16:05.881293,2025-01-08 13:16:05.881293,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '43']","['60587', '43']",1,1,0,1,0,0
2025-01-08 13:16:05.881303,2025-01-08 13:16:05.881303,2025-01-08 13:16:05.881309,2025-01-08 13:16:05.881309,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '42']","['60587', '42']",1,1,0,1,0,0
2025-01-08 13:16:05.881319,2025-01-08 13:16:05.881319,2025-01-08 13:16:05.881324,2025-01-08 13:16:05.881324,5e-06,['127.0.0.1'],['127.0.0.1'],"['32', '60587']","['32', '60587']",1,1,0,1,0,0
2025-01-08 13:16:05.881335,2025-01-08 13:16:05.881335,2025-01-08 13:16:05.881340,2025-01-08 13:16:05.881340,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '37']","['60587', '37']",1,1,0,1,0,0
2025-01-08 13:16:05.881350,2025-01-08 13:16:05.881350,2025-01-08 13:16:05.881356,2025-01-08 13:16:05.881356,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '50']","['60587', '50']",1,1,0,1,0,0
2025-01-08 13:16:05.881367,2025-01-08 13:16:05.881367,2025-01-08 13:16:05.881372,2025-01-08 13:16:05.881372,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '3']","['60587', '3']",1,1,0,1,0,0
2025-01-08 13:16:05.881382,2025-01-08 13:16:05.881382,2025-01-08 13:16:05.881388,2025-01-08 13:16:05.881388,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '35']","['60587', '35']",1,1,0,1,0,0
2025-01-08 13:16:05.881397,2025-01-08 13:16:05.881397,2025-01-08 13:16:05.881412,2025-01-08 13:16:05.881412,1.5e-05,['127.0.0.1'],['127.0.0.1'],"['60587', '7']","['60587', '7']",1,1,0,1,0,0
2025-01-08 13:16:05.881420,2025-01-08 13:16:05.881420,2025-01-08 13:16:05.881426,2025-01-08 13:16:05.881426,6e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '13']","['60587', '13']",1,1,0,1,0,0
2025-01-08 13:16:05.881434,2025-01-08 13:16:05.881434,2025-01-08 13:16:05.881439,2025-01-08 13:16:05.881439,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '4']","['60587', '4']",1,1,0,1,0,0
2025-01-08 13:16:05.881448,2025-01-08 13:16:05.881448,2025-01-08 13:16:05.881452,2025-01-08 13:16:05.881452,4e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '46']","['60587', '46']",1,1,0,1,0,0
2025-01-08 13:16:05.881461,2025-01-08 13:16:05.881461,2025-01-08 13:16:05.881466,2025-01-08 13:16:05.881466,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '27']","['60587', '27']",1,1,0,1,0,0
2025-01-08 13:16:05.881475,2025-01-08 13:16:05.881475,2025-01-08 13:16:05.881480,2025-01-08 13:16:05.881480,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '11']","['60587', '11']",1,1,0,1,0,0
2025-01-08 13:16:05.881488,2025-01-08 13:16:05.881488,2025-01-08 13:16:05.881493,2025-01-08 13:16:05.881493,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '5']","['60587', '5']",1,1,0,1,0,0
2025-01-08 13:16:05.881501,2025-01-08 13:16:05.881501,2025-01-08 13:16:05.881506,2025-01-08 13:16:05.881506,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '2']","['60587', '2']",1,1,0,1,0,0
2025-01-08 13:16:05.881515,2025-01-08 13:16:05.881515,2025-01-08 13:16:05.881520,2025-01-08 13:16:05.881520,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '38']","['60587', '38']",1,1,0,1,0,0
2025-01-08 13:16:05.881528,2025-01-08 13:16:05.881528,2025-01-08 13:16:05.881533,2025-01-08 13:16:05.881533,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '6']","['60587', '6']",1,1,0,1,0,0
2025-01-08 13:16:05.881541,2025-01-08 13:16:05.881541,2025-01-08 13:16:05.881546,2025-01-08 13:16:05.881546,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '26']","['60587', '26']",1,1,0,1,0,0
2025-01-08 13:16:05.881555,2025-01-08 13:16:05.881555,2025-01-08 13:16:05.881560,2025-01-08 13:16:05.881560,5e-06,['127.0.0.1'],['127.0.0.1'],"['60587', '47']","['60587', '47']",1,1,0,1,0,0
2025-01-08 13:16:06.985531,2025-01-08 13:16:06.985531,2025-01-08 13:16:06.985542,2025-01-08 13:16:06.985542,1.1e-05,['127.0.0.1'],['127.0.0.1'],"['46806', '6454']","['46806', '6454']",1,1,0,1,0,0
2025-01-08 13:16:07.989735,2025-01-08 13:16:07.989735,2025-01-08 13:16:07.989746,2025-01-08 13:16:07.989746,1.1e-05,['127.0.0.1'],['127.0.0.1'],"['46708', '30855']","['46708', '30855']",1,1,0,1,0,0
2025-01-08 13:16:08.994033,2025-01-08 13:16:08.994033,2025-01-08 13:16:08.994044,2025-01-08 13:16:08.994044,1.1e-05,['127.0.0.1'],['127.0.0.1'],"['15305', '43848']","['15305', '43848']",1,1,0,1,0,0
2025-01-08 13:16:09.999153,2025-01-08 13:16:09.999153,2025-01-08 13:16:09.999168,2025-01-08 13:16:09.999168,1.5e-05,['127.0.0.1'],['127.0.0.1'],"['62641', '37796']","['62641', '37796']",1,1,0,1,0,0
2025-01-08 13:16:11.140349,2025-01-08 13:16:11.140349,2025-01-08 13:16:11.140378,2025-01-08 13:16:11.140378,2.9e-05,['127.0.0.1'],['127.0.0.1'],"['23', '45055']","['23', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140407,2025-01-08 13:16:11.140407,2025-01-08 13:16:11.140419,2025-01-08 13:16:11.140419,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['21', '45055']","['21', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140440,2025-01-08 13:16:11.140440,2025-01-08 13:16:11.140452,2025-01-08 13:16:11.140452,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['45055', '25']","['45055', '25']",1,1,0,1,0,0
2025-01-08 13:16:11.140468,2025-01-08 13:16:11.140468,2025-01-08 13:16:11.140474,2025-01-08 13:16:11.140474,6e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '22']","['45055', '22']",1,1,0,1,0,0
2025-01-08 13:16:11.140483,2025-01-08 13:16:11.140483,2025-01-08 13:16:11.140488,2025-01-08 13:16:11.140488,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '50']","['45055', '50']",1,1,0,1,0,0
2025-01-08 13:16:11.140497,2025-01-08 13:16:11.140497,2025-01-08 13:16:11.140502,2025-01-08 13:16:11.140502,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '2']","['45055', '2']",1,1,0,1,0,0
2025-01-08 13:16:11.140512,2025-01-08 13:16:11.140512,2025-01-08 13:16:11.140517,2025-01-08 13:16:11.140517,5e-06,['127.0.0.1'],['127.0.0.1'],"['0', '45055']","['0', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140525,2025-01-08 13:16:11.140525,2025-01-08 13:16:11.140531,2025-01-08 13:16:11.140531,6e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '9']","['45055', '9']",1,1,0,1,0,0
2025-01-08 13:16:11.140539,2025-01-08 13:16:11.140539,2025-01-08 13:16:11.140544,2025-01-08 13:16:11.140544,5e-06,['127.0.0.1'],['127.0.0.1'],"['16', '45055']","['16', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140554,2025-01-08 13:16:11.140554,2025-01-08 13:16:11.140559,2025-01-08 13:16:11.140559,5e-06,['127.0.0.1'],['127.0.0.1'],"['20', '45055']","['20', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140738,2025-01-08 13:16:11.140738,2025-01-08 13:16:11.140743,2025-01-08 13:16:11.140743,5e-06,['127.0.0.1'],['127.0.0.1'],"['24', '45055']","['45055', '24']",1,1,0,1,0,0
2025-01-08 13:16:11.140752,2025-01-08 13:16:11.140752,2025-01-08 13:16:11.140757,2025-01-08 13:16:11.140757,5e-06,['127.0.0.1'],['127.0.0.1'],"['7', '45055']","['7', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140766,2025-01-08 13:16:11.140766,2025-01-08 13:16:11.140771,2025-01-08 13:16:11.140771,5e-06,['127.0.0.1'],['127.0.0.1'],"['30', '45055']","['30', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140779,2025-01-08 13:16:11.140779,2025-01-08 13:16:11.140785,2025-01-08 13:16:11.140785,6e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '45']","['45055', '45']",1,1,0,1,0,0
2025-01-08 13:16:11.140793,2025-01-08 13:16:11.140793,2025-01-08 13:16:11.140798,2025-01-08 13:16:11.140798,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '31']","['45055', '31']",1,1,0,1,0,0
2025-01-08 13:16:11.140807,2025-01-08 13:16:11.140807,2025-01-08 13:16:11.140812,2025-01-08 13:16:11.140812,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '12']","['45055', '12']",1,1,0,1,0,0
2025-01-08 13:16:11.140821,2025-01-08 13:16:11.140821,2025-01-08 13:16:11.140826,2025-01-08 13:16:11.140826,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '29']","['45055', '29']",1,1,0,1,0,0
2025-01-08 13:16:11.140834,2025-01-08 13:16:11.140834,2025-01-08 13:16:11.140840,2025-01-08 13:16:11.140840,6e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '37']","['45055', '37']",1,1,0,1,0,0
2025-01-08 13:16:11.140848,2025-01-08 13:16:11.140848,2025-01-08 13:16:11.140853,2025-01-08 13:16:11.140853,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '46']","['45055', '46']",1,1,0,1,0,0
2025-01-08 13:16:11.140862,2025-01-08 13:16:11.140862,2025-01-08 13:16:11.140867,2025-01-08 13:16:11.140867,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '35']","['45055', '35']",1,1,0,1,0,0
2025-01-08 13:16:11.140876,2025-01-08 13:16:11.140876,2025-01-08 13:16:11.140881,2025-01-08 13:16:11.140881,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '10']","['45055', '10']",1,1,0,1,0,0
2025-01-08 13:16:11.140890,2025-01-08 13:16:11.140890,2025-01-08 13:16:11.140895,2025-01-08 13:16:11.140895,5e-06,['127.0.0.1'],['127.0.0.1'],"['18', '45055']","['18', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140903,2025-01-08 13:16:11.140903,2025-01-08 13:16:11.140908,2025-01-08 13:16:11.140908,5e-06,['127.0.0.1'],['127.0.0.1'],"['13', '45055']","['13', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140917,2025-01-08 13:16:11.140917,2025-01-08 13:16:11.140922,2025-01-08 13:16:11.140922,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '28']","['45055', '28']",1,1,0,1,0,0
2025-01-08 13:16:11.140931,2025-01-08 13:16:11.140931,2025-01-08 13:16:11.140936,2025-01-08 13:16:11.140936,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '40']","['45055', '40']",1,1,0,1,0,0
2025-01-08 13:16:11.140944,2025-01-08 13:16:11.140944,2025-01-08 13:16:11.140949,2025-01-08 13:16:11.140949,5e-06,['127.0.0.1'],['127.0.0.1'],"['48', '45055']","['48', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140958,2025-01-08 13:16:11.140958,2025-01-08 13:16:11.140963,2025-01-08 13:16:11.140963,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '43']","['45055', '43']",1,1,0,1,0,0
2025-01-08 13:16:11.140973,2025-01-08 13:16:11.140973,2025-01-08 13:16:11.140979,2025-01-08 13:16:11.140979,6e-06,['127.0.0.1'],['127.0.0.1'],"['15', '45055']","['15', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.140988,2025-01-08 13:16:11.140988,2025-01-08 13:16:11.140993,2025-01-08 13:16:11.140993,5e-06,['127.0.0.1'],['127.0.0.1'],"['11', '45055']","['11', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141001,2025-01-08 13:16:11.141001,2025-01-08 13:16:11.141006,2025-01-08 13:16:11.141006,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '47']","['45055', '47']",1,1,0,1,0,0
2025-01-08 13:16:11.141299,2025-01-08 13:16:11.141299,2025-01-08 13:16:11.141304,2025-01-08 13:16:11.141304,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '3']","['45055', '3']",1,1,0,1,0,0
2025-01-08 13:16:11.141313,2025-01-08 13:16:11.141313,2025-01-08 13:16:11.141318,2025-01-08 13:16:11.141318,5e-06,['127.0.0.1'],['127.0.0.1'],"['49', '45055']","['49', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141326,2025-01-08 13:16:11.141326,2025-01-08 13:16:11.141331,2025-01-08 13:16:11.141331,5e-06,['127.0.0.1'],['127.0.0.1'],"['19', '45055']","['19', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141340,2025-01-08 13:16:11.141340,2025-01-08 13:16:11.141345,2025-01-08 13:16:11.141345,5e-06,['127.0.0.1'],['127.0.0.1'],"['4', '45055']","['45055', '4']",1,1,0,1,0,0
2025-01-08 13:16:11.141354,2025-01-08 13:16:11.141354,2025-01-08 13:16:11.141359,2025-01-08 13:16:11.141359,5e-06,['127.0.0.1'],['127.0.0.1'],"['5', '45055']","['5', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141368,2025-01-08 13:16:11.141368,2025-01-08 13:16:11.141372,2025-01-08 13:16:11.141372,4e-06,['127.0.0.1'],['127.0.0.1'],"['36', '45055']","['36', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141381,2025-01-08 13:16:11.141381,2025-01-08 13:16:11.141387,2025-01-08 13:16:11.141387,6e-06,['127.0.0.1'],['127.0.0.1'],"['32', '45055']","['32', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141395,2025-01-08 13:16:11.141395,2025-01-08 13:16:11.141400,2025-01-08 13:16:11.141400,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '27']","['45055', '27']",1,1,0,1,0,0
2025-01-08 13:16:11.141408,2025-01-08 13:16:11.141408,2025-01-08 13:16:11.141414,2025-01-08 13:16:11.141414,6e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '26']","['45055', '26']",1,1,0,1,0,0
2025-01-08 13:16:11.141423,2025-01-08 13:16:11.141423,2025-01-08 13:16:11.141428,2025-01-08 13:16:11.141428,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '17']","['45055', '17']",1,1,0,1,0,0
2025-01-08 13:16:11.141436,2025-01-08 13:16:11.141436,2025-01-08 13:16:11.141442,2025-01-08 13:16:11.141442,6e-06,['127.0.0.1'],['127.0.0.1'],"['44', '45055']","['45055', '44']",1,1,0,1,0,0
2025-01-08 13:16:11.141450,2025-01-08 13:16:11.141450,2025-01-08 13:16:11.141455,2025-01-08 13:16:11.141455,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '1']","['45055', '1']",1,1,0,1,0,0
2025-01-08 13:16:11.141464,2025-01-08 13:16:11.141464,2025-01-08 13:16:11.141469,2025-01-08 13:16:11.141469,5e-06,['127.0.0.1'],['127.0.0.1'],"['42', '45055']","['42', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141477,2025-01-08 13:16:11.141477,2025-01-08 13:16:11.141483,2025-01-08 13:16:11.141483,6e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '33']","['45055', '33']",1,1,0,1,0,0
2025-01-08 13:16:11.141491,2025-01-08 13:16:11.141491,2025-01-08 13:16:11.141496,2025-01-08 13:16:11.141496,5e-06,['127.0.0.1'],['127.0.0.1'],"['34', '45055']","['34', '45055']",1,1,0,1,0,0
2025-01-08 13:16:11.141505,2025-01-08 13:16:11.141505,2025-01-08 13:16:11.141509,2025-01-08 13:16:11.141509,4e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '14']","['45055', '14']",1,1,0,1,0,0
2025-01-08 13:16:11.141518,2025-01-08 13:16:11.141518,2025-01-08 13:16:11.141524,2025-01-08 13:16:11.141524,6e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '39']","['45055', '39']",1,1,0,1,0,0
2025-01-08 13:16:11.141532,2025-01-08 13:16:11.141532,2025-01-08 13:16:11.141537,2025-01-08 13:16:11.141537,5e-06,['127.0.0.1'],['127.0.0.1'],"['45055', '6']","['45055', '6']",1,1,0,1,0,0
2025-01-08 13:16:11.141546,2025-01-08 13:16:11.141546,2025-01-08 13:16:11.141551,2025-01-08 13:16:11.141551,5e-06,['127.0.0.1'],['127.0.0.1'],"['41', '45055']","['41', '45055']",1,1,0,1,0,0
